,tag,pattern,response
516,biography autobiography,recommend a book in biography autobiography,"{'Book': 'How to Make Love Like a Porn Star', 'Feedback': 'When the stewardess brought me off the plane in a wheelchair, I lowered my head. I was too scared to even look at my father. I didn\'t want to see the disappointment and horror on his face. All that hate I had accumulated for him over the years, all the resentment against him for not understanding what I was going through, just released with the tears. ""So, where are your parents?"" the stewardess asked me after a few minutes. ""I can\'t wait here with you much longer."" I looked up and wiped my eyes. My father was standing ten feet away. He didn\'t even recognize me. In the underbelly of Las Vegas, a cesspool of warring biker gangs and seedy strip clubs transformed the gawky, brace-faced Jenna Massoli into the bombshell Jenna Jameson. Today, Jenna Jameson is the biggest star in the history of adult movies, consistently ranked as one of the most beautiful women alive. But behind the glamour and the meteoric rise to fame was a path paved with tragedy and heartbreak. As a teenager drawn into a chaotic world ruled by rape, abuse, and murder, Jenna plunged into a downward spiral of addiction, even as she became one of the most photographed women in adult magazines. Determined to overcome this past, Jenna rebounded in the adult-film business, where she encountered sadistic directors, experienced lovers of both sexes, amorous celebrities (from Howard Stern to Marilyn Manson to Tommy Lee), bitter rival starlets, and finally, glory, as she went on to become the biggest porn star the world has ever seen. But her struggle for happiness did not end when the accolades began. For years she wrestled with her resentment at her estranged father, the loneliness of growing up from the age of two without a mother, and her enduring childhood desire to find a man who could give her the security and love she never had. Her unforgettable memoir is many things at once: a shocking sexual history, an insider\'s guide to the secret workings of the billion-dollar adult-film industry, and a gripping thriller that probes deep into Jenna\'s dark past. An unparalleled exploration of sexual freedom, How to Make Love Like a Porn Star ventures far beyond the flesh, into the heart-shredding tragedies and adrenaline-pumping triumphs of a woman who has already lived a hundred lifetimes. Always witty and humorous even as she faces the demons of her past, Jenna offers hilarious anecdotes about one of the most controversial businesses in history, and shares outrageous advice, including her ten commandments of dating and sex, how to become a ""suitcase pimp,"" and how to make it in the business as a female (or a male). Add to this never-before-seen photographs from Jenna\'s private collection and others taken exclusively for this book, and the result is certain to be one of the most talked-about books of the year.', 'Rate': 3.75}"
517,biography autobiography,recommend a book in biography autobiography,"{'Book': 'The Bradbury Chronicles', 'Feedback': ""Accomplished journalist Sam Weller met the Ray Bradbury while writing a cover story for the Chicago Tribune Magazine and spent hundreds of hours interviewing Bradbury, his editors, family members, and longtime friends. With unprecedented access to private archives, he uncovered never–before–published letters, documents, and photographs that help tell the story of this literary genius and his remarkable creative journey. The result is a richly textured, detailed biography that illuminates the origins and accomplishments of Bradbury's fascinating mind."", 'Rate': 4.22}"
518,history,history,"{'Book': 'Tyranny of the Majority', 'Feedback': ""At last...the public hearing she was denied...These essays reveal keen powers of analysis applied to some of the most obdurate problems that bedevil electoral politics. Anyone who cares about the mechanisms of democracy should be engaged by her tough-minded explorations. It doesn't matter where you think you stand: it's all here, to argue or agree with. -- Henry Louis Gates, Jr. Lani Guinier's fascinating book is a prophetic intervention into a public conversation we desperately need to rejuvenate. There is no doubt that her powerful voice will produce good consequences for our nation and world. -- Cornel West, Author of Race Matters Intriguing and desperately needed... -- The San Francisco Chronicle"", 'Rate': 3.82}"
519,history,history,"{'Book': 'The Origins of the Civil Rights Movement', 'Feedback': ""A blending of scholarly research and interviews with many of the figures who launched the civil rights movement in the 1960s and 1970s records the events of the movement's tumultuous first decade"", 'Rate': 4.04}"
520,history,history,"{'Book': 'Presidential Power and the Modern Presidents', 'Feedback': 'Suggests a theory of presidential power, and tests it against the events in the administrations of the postwar presidents', 'Rate': 3.79}"
521,history,history,"{'Book': 'What Went Wrong?', 'Feedback': 'For centuries, the world of Islam was in the forefront of human achievement -- the foremost military and economic power in the world, the leader in the arts and sciences of civilization. Christian Europe was seen as an outer darkness of barbarism and unbelief from which there was nothing to learn or to fear. And then everything changed. The West won victory after victory, first on the battlefield and then in the marketplace. In this elegantly written volume, Bernard Lewis, a renowned authority an Islamic affairs, examines the anguished reaction of the Islamic world as it tried to make sense of how it had been overtaken, overshadowed, and dominated by the West. In a fascinating portrait of a culture in turmoil, Lewis shows how the Middle East turned its attention to understanding European weaponry, industry, government, education, and culture. He also describes how some Middle Easterners fastened blame on a series of scapegoats, while others asked not ""Who did this to us?"" but rather ""Where did we go wrong?"" With a new Afterword that addresses September 11 and its aftermath, What Went Wrong? is an urgent, accessible book that no one who is concerned with contemporary affairs will want to miss.', 'Rate': 3.49}"
522,history,history,"{'Book': '1421', 'Feedback': 'Based on 15 years of in-depth research, ""1421"" traces the voyages of an extraordinary fleet of Chinese ships, whose crews actually charted America 70 years before Columbus. Four 8-page color inserts. 37 maps & diagrams.', 'Rate': 3.59}"
523,history,history,"{'Book': 'A Crack in the Edge of the World', 'Feedback': 'Unleashed by ancient geologic forces, a magnitude 8.25 earthquake rocked San Francisco in the early hours of April 18, 1906. Less than a minute later, the city lay in ruins. Bestselling author Simon Winchester brings his inimitable storytelling abilities to this extraordinary event, exploring the legendary earthquake and fires that spread horror across San Francisco and northern California in 1906 as well as its startling impact on American history and, just as important, what science has recently revealed about the fascinating subterranean processes that produced it—and almost certainly will cause it to strike again.', 'Rate': 3.78}"
524,history,history,"{'Book': 'Krakatoa', 'Feedback': ""Simon Winchester, New York Times bestselling author of The Professor and the Madman, examines the legendary annihilation in 1883 of the volcano-island of Krakatoa, which was followed by an immense tsunami that killed nearly forty thousand people. The effects of the immense waves were felt as far away as France. Barometers in Bogotá and Washington, D.C., went haywire. Bodies were washed up in Zanzibar. The sound of the island's destruction was heard in Australia and India and on islands thousands of miles away. Most significant of all -- in view of today's new political climate -- the eruption helped to trigger in Java a wave of murderous anti-Western militancy among fundamentalist Muslims, one of the first outbreaks of Islamic-inspired killings anywhere. Krakatoa gives us an entirely new perspective on this fascinating and iconic event. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more."", 'Rate': 3.87}"
525,history,history,"{'Book': 'Sex with the Queen', 'Feedback': ""In this follow-up to her bestselling Sex with Kings, Eleanor Herman reveals the truth about what goes on behind the closed door of a queen's boudoir. Impeccably researched, filled with page-turning romance, passion, and scandal, Sex with the Queen explores the scintillating sexual lives of some of our most beloved and infamous female rulers. She was the queen, living in an opulent palace, wearing lavish gowns and dazzling jewels. She was envied, admired, and revered. She was also miserable, having been forced to marry a foreign prince sight unseen, a royal ogre who was sadistic, foaming at the mouth, physically repulsive, mentally incompetent, or sexually impotent—and in some cases all of the above. How did queens find happiness? In courts bristling with testosterone—swashbuckling generals, polished courtiers, and virile cardinals—many royal women had love affairs. Anne Boleyn flirted with courtiers; Catherine Howard slept with one. Henry VIII had both of them beheaded. Catherine the Great had her idiot husband murdered, and ruled the Russian empire with a long list of sexy young favorites. Marie Antoinette fell in love with the handsome Swedish count Axel Fersen, who tried valiantly to rescue her from the guillotine. Empress Alexandra of Russia found emotional solace in the mad monk Rasputin. Her behavior was the spark that set off the firestorm of the Russian revolution. Princess Diana gave up her palace bodyguard to enjoy countless love affairs, which tragically led to her early death. When a queen became sick to death of her husband and took a lover, anything could happen—from disgrace and death to political victory. Some kings imprisoned erring wives for life; other monarchs obligingly named the queen's lover prime minister. The crucial factor deciding the fate of an unfaithful queen was the love affair's implications in terms of power, money, and factional rivalry. At European courts, it was the politics—not the sex—that caused a royal woman's tragedy—or her ultimate triumph."", 'Rate': 3.91}"
526,history,history,"{'Book': 'The Chaneysville Incident', 'Feedback': ""The legends say something happened in Chaneysville. The Chaneysville Incident is the powerful story of one man's obsession with discovering what that something was--a quest that takes the brilliant and bitter young black historian John Washington back through the secrets and buried evil of his heritage. Returning home to care for and then bury his father's closest friend and his own guardian, Old Jack Crawley, he comes upon the scant records of his family's proud and tragic history, which he drives himself to reconstruct and accept. This is the story of John's relationship with his family, the town, and the woman he loves; and also between the past and the present, between oppression and guilt, hate and violence, love and acceptance."", 'Rate': 3.96}"
527,history,recommend a history book,"{'Book': 'Tyranny of the Majority', 'Feedback': ""At last...the public hearing she was denied...These essays reveal keen powers of analysis applied to some of the most obdurate problems that bedevil electoral politics. Anyone who cares about the mechanisms of democracy should be engaged by her tough-minded explorations. It doesn't matter where you think you stand: it's all here, to argue or agree with. -- Henry Louis Gates, Jr. Lani Guinier's fascinating book is a prophetic intervention into a public conversation we desperately need to rejuvenate. There is no doubt that her powerful voice will produce good consequences for our nation and world. -- Cornel West, Author of Race Matters Intriguing and desperately needed... -- The San Francisco Chronicle"", 'Rate': 3.82}"
528,history,recommend a history book,"{'Book': 'The Origins of the Civil Rights Movement', 'Feedback': ""A blending of scholarly research and interviews with many of the figures who launched the civil rights movement in the 1960s and 1970s records the events of the movement's tumultuous first decade"", 'Rate': 4.04}"
529,history,recommend a history book,"{'Book': 'Presidential Power and the Modern Presidents', 'Feedback': 'Suggests a theory of presidential power, and tests it against the events in the administrations of the postwar presidents', 'Rate': 3.79}"
530,history,recommend a history book,"{'Book': 'What Went Wrong?', 'Feedback': 'For centuries, the world of Islam was in the forefront of human achievement -- the foremost military and economic power in the world, the leader in the arts and sciences of civilization. Christian Europe was seen as an outer darkness of barbarism and unbelief from which there was nothing to learn or to fear. And then everything changed. The West won victory after victory, first on the battlefield and then in the marketplace. In this elegantly written volume, Bernard Lewis, a renowned authority an Islamic affairs, examines the anguished reaction of the Islamic world as it tried to make sense of how it had been overtaken, overshadowed, and dominated by the West. In a fascinating portrait of a culture in turmoil, Lewis shows how the Middle East turned its attention to understanding European weaponry, industry, government, education, and culture. He also describes how some Middle Easterners fastened blame on a series of scapegoats, while others asked not ""Who did this to us?"" but rather ""Where did we go wrong?"" With a new Afterword that addresses September 11 and its aftermath, What Went Wrong? is an urgent, accessible book that no one who is concerned with contemporary affairs will want to miss.', 'Rate': 3.49}"
531,history,recommend a history book,"{'Book': '1421', 'Feedback': 'Based on 15 years of in-depth research, ""1421"" traces the voyages of an extraordinary fleet of Chinese ships, whose crews actually charted America 70 years before Columbus. Four 8-page color inserts. 37 maps & diagrams.', 'Rate': 3.59}"
532,history,recommend a history book,"{'Book': 'A Crack in the Edge of the World', 'Feedback': 'Unleashed by ancient geologic forces, a magnitude 8.25 earthquake rocked San Francisco in the early hours of April 18, 1906. Less than a minute later, the city lay in ruins. Bestselling author Simon Winchester brings his inimitable storytelling abilities to this extraordinary event, exploring the legendary earthquake and fires that spread horror across San Francisco and northern California in 1906 as well as its startling impact on American history and, just as important, what science has recently revealed about the fascinating subterranean processes that produced it—and almost certainly will cause it to strike again.', 'Rate': 3.78}"
533,history,recommend a history book,"{'Book': 'Krakatoa', 'Feedback': ""Simon Winchester, New York Times bestselling author of The Professor and the Madman, examines the legendary annihilation in 1883 of the volcano-island of Krakatoa, which was followed by an immense tsunami that killed nearly forty thousand people. The effects of the immense waves were felt as far away as France. Barometers in Bogotá and Washington, D.C., went haywire. Bodies were washed up in Zanzibar. The sound of the island's destruction was heard in Australia and India and on islands thousands of miles away. Most significant of all -- in view of today's new political climate -- the eruption helped to trigger in Java a wave of murderous anti-Western militancy among fundamentalist Muslims, one of the first outbreaks of Islamic-inspired killings anywhere. Krakatoa gives us an entirely new perspective on this fascinating and iconic event. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more."", 'Rate': 3.87}"
534,history,recommend a history book,"{'Book': 'Sex with the Queen', 'Feedback': ""In this follow-up to her bestselling Sex with Kings, Eleanor Herman reveals the truth about what goes on behind the closed door of a queen's boudoir. Impeccably researched, filled with page-turning romance, passion, and scandal, Sex with the Queen explores the scintillating sexual lives of some of our most beloved and infamous female rulers. She was the queen, living in an opulent palace, wearing lavish gowns and dazzling jewels. She was envied, admired, and revered. She was also miserable, having been forced to marry a foreign prince sight unseen, a royal ogre who was sadistic, foaming at the mouth, physically repulsive, mentally incompetent, or sexually impotent—and in some cases all of the above. How did queens find happiness? In courts bristling with testosterone—swashbuckling generals, polished courtiers, and virile cardinals—many royal women had love affairs. Anne Boleyn flirted with courtiers; Catherine Howard slept with one. Henry VIII had both of them beheaded. Catherine the Great had her idiot husband murdered, and ruled the Russian empire with a long list of sexy young favorites. Marie Antoinette fell in love with the handsome Swedish count Axel Fersen, who tried valiantly to rescue her from the guillotine. Empress Alexandra of Russia found emotional solace in the mad monk Rasputin. Her behavior was the spark that set off the firestorm of the Russian revolution. Princess Diana gave up her palace bodyguard to enjoy countless love affairs, which tragically led to her early death. When a queen became sick to death of her husband and took a lover, anything could happen—from disgrace and death to political victory. Some kings imprisoned erring wives for life; other monarchs obligingly named the queen's lover prime minister. The crucial factor deciding the fate of an unfaithful queen was the love affair's implications in terms of power, money, and factional rivalry. At European courts, it was the politics—not the sex—that caused a royal woman's tragedy—or her ultimate triumph."", 'Rate': 3.91}"
535,history,recommend a history book,"{'Book': 'The Chaneysville Incident', 'Feedback': ""The legends say something happened in Chaneysville. The Chaneysville Incident is the powerful story of one man's obsession with discovering what that something was--a quest that takes the brilliant and bitter young black historian John Washington back through the secrets and buried evil of his heritage. Returning home to care for and then bury his father's closest friend and his own guardian, Old Jack Crawley, he comes upon the scant records of his family's proud and tragic history, which he drives himself to reconstruct and accept. This is the story of John's relationship with his family, the town, and the woman he loves; and also between the past and the present, between oppression and guilt, hate and violence, love and acceptance."", 'Rate': 3.96}"
536,history,recommend a book in history,"{'Book': 'Tyranny of the Majority', 'Feedback': ""At last...the public hearing she was denied...These essays reveal keen powers of analysis applied to some of the most obdurate problems that bedevil electoral politics. Anyone who cares about the mechanisms of democracy should be engaged by her tough-minded explorations. It doesn't matter where you think you stand: it's all here, to argue or agree with. -- Henry Louis Gates, Jr. Lani Guinier's fascinating book is a prophetic intervention into a public conversation we desperately need to rejuvenate. There is no doubt that her powerful voice will produce good consequences for our nation and world. -- Cornel West, Author of Race Matters Intriguing and desperately needed... -- The San Francisco Chronicle"", 'Rate': 3.82}"
537,history,recommend a book in history,"{'Book': 'The Origins of the Civil Rights Movement', 'Feedback': ""A blending of scholarly research and interviews with many of the figures who launched the civil rights movement in the 1960s and 1970s records the events of the movement's tumultuous first decade"", 'Rate': 4.04}"
538,history,recommend a book in history,"{'Book': 'Presidential Power and the Modern Presidents', 'Feedback': 'Suggests a theory of presidential power, and tests it against the events in the administrations of the postwar presidents', 'Rate': 3.79}"
539,history,recommend a book in history,"{'Book': 'What Went Wrong?', 'Feedback': 'For centuries, the world of Islam was in the forefront of human achievement -- the foremost military and economic power in the world, the leader in the arts and sciences of civilization. Christian Europe was seen as an outer darkness of barbarism and unbelief from which there was nothing to learn or to fear. And then everything changed. The West won victory after victory, first on the battlefield and then in the marketplace. In this elegantly written volume, Bernard Lewis, a renowned authority an Islamic affairs, examines the anguished reaction of the Islamic world as it tried to make sense of how it had been overtaken, overshadowed, and dominated by the West. In a fascinating portrait of a culture in turmoil, Lewis shows how the Middle East turned its attention to understanding European weaponry, industry, government, education, and culture. He also describes how some Middle Easterners fastened blame on a series of scapegoats, while others asked not ""Who did this to us?"" but rather ""Where did we go wrong?"" With a new Afterword that addresses September 11 and its aftermath, What Went Wrong? is an urgent, accessible book that no one who is concerned with contemporary affairs will want to miss.', 'Rate': 3.49}"
540,history,recommend a book in history,"{'Book': '1421', 'Feedback': 'Based on 15 years of in-depth research, ""1421"" traces the voyages of an extraordinary fleet of Chinese ships, whose crews actually charted America 70 years before Columbus. Four 8-page color inserts. 37 maps & diagrams.', 'Rate': 3.59}"
541,history,recommend a book in history,"{'Book': 'A Crack in the Edge of the World', 'Feedback': 'Unleashed by ancient geologic forces, a magnitude 8.25 earthquake rocked San Francisco in the early hours of April 18, 1906. Less than a minute later, the city lay in ruins. Bestselling author Simon Winchester brings his inimitable storytelling abilities to this extraordinary event, exploring the legendary earthquake and fires that spread horror across San Francisco and northern California in 1906 as well as its startling impact on American history and, just as important, what science has recently revealed about the fascinating subterranean processes that produced it—and almost certainly will cause it to strike again.', 'Rate': 3.78}"
542,history,recommend a book in history,"{'Book': 'Krakatoa', 'Feedback': ""Simon Winchester, New York Times bestselling author of The Professor and the Madman, examines the legendary annihilation in 1883 of the volcano-island of Krakatoa, which was followed by an immense tsunami that killed nearly forty thousand people. The effects of the immense waves were felt as far away as France. Barometers in Bogotá and Washington, D.C., went haywire. Bodies were washed up in Zanzibar. The sound of the island's destruction was heard in Australia and India and on islands thousands of miles away. Most significant of all -- in view of today's new political climate -- the eruption helped to trigger in Java a wave of murderous anti-Western militancy among fundamentalist Muslims, one of the first outbreaks of Islamic-inspired killings anywhere. Krakatoa gives us an entirely new perspective on this fascinating and iconic event. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more."", 'Rate': 3.87}"
543,history,recommend a book in history,"{'Book': 'Sex with the Queen', 'Feedback': ""In this follow-up to her bestselling Sex with Kings, Eleanor Herman reveals the truth about what goes on behind the closed door of a queen's boudoir. Impeccably researched, filled with page-turning romance, passion, and scandal, Sex with the Queen explores the scintillating sexual lives of some of our most beloved and infamous female rulers. She was the queen, living in an opulent palace, wearing lavish gowns and dazzling jewels. She was envied, admired, and revered. She was also miserable, having been forced to marry a foreign prince sight unseen, a royal ogre who was sadistic, foaming at the mouth, physically repulsive, mentally incompetent, or sexually impotent—and in some cases all of the above. How did queens find happiness? In courts bristling with testosterone—swashbuckling generals, polished courtiers, and virile cardinals—many royal women had love affairs. Anne Boleyn flirted with courtiers; Catherine Howard slept with one. Henry VIII had both of them beheaded. Catherine the Great had her idiot husband murdered, and ruled the Russian empire with a long list of sexy young favorites. Marie Antoinette fell in love with the handsome Swedish count Axel Fersen, who tried valiantly to rescue her from the guillotine. Empress Alexandra of Russia found emotional solace in the mad monk Rasputin. Her behavior was the spark that set off the firestorm of the Russian revolution. Princess Diana gave up her palace bodyguard to enjoy countless love affairs, which tragically led to her early death. When a queen became sick to death of her husband and took a lover, anything could happen—from disgrace and death to political victory. Some kings imprisoned erring wives for life; other monarchs obligingly named the queen's lover prime minister. The crucial factor deciding the fate of an unfaithful queen was the love affair's implications in terms of power, money, and factional rivalry. At European courts, it was the politics—not the sex—that caused a royal woman's tragedy—or her ultimate triumph."", 'Rate': 3.91}"
544,literary criticism,literary criticism,"{'Book': 'How to Read Literature Like a Professor', 'Feedback': ""What does it mean when a fictional hero takes a journey?. Shares a meal? Gets drenched in a sudden rain shower? Often, there is much more going on in a novel or poem than is readily visible on the surface—a symbol, maybe, that remains elusive, or an unexpected twist on a character—and there's that sneaking suspicion that the deeper meaning of a literary text keeps escaping you. In this practical and amusing guide to literature, Thomas C. Foster shows how easy and gratifying it is to unlock those hidden truths, and to discover a world where a road leads to a quest; a shared meal may signify a communion; and rain, whether cleansing or destructive, is never just rain. Ranging from major themes to literary models, narrative devices, and form, How to Read Literature Like a Professor is the perfect companion for making your reading experience more enriching, satisfying, and fun."", 'Rate': 3.65}"
545,literary criticism,literary criticism,"{'Book': 'The Art of the Novel', 'Feedback': ""Kundera brilliantly examines the work of such important and diverse figures as Rabelais, Cervantes, Sterne, Diderot, Flaubert, Tolstoy, and Musil. He is especially penetrating on Hermann Broch, and his exploration of the world of Kafka's novels vividly reveals the comic terror of Kafka's bureaucratized universe. Kundera's discussion of his own work includes his views on the role of historical events in fiction, the meaning of action, and the creation of character in the post-psychological novel."", 'Rate': 3.96}"
546,literary criticism,literary criticism,"{'Book': 'Letters from the Earth', 'Feedback': '""I have told you nothing about man that is not true."" You must pardon me if I repeat that remark now and then in these letters; I want you to take seriously the things I am telling you, and I feel that if I were in your place and you in mine, I should need that reminder from time to time, to keep my credulity from flagging. In Letters from the Earth, Twain presents himself as the Father of History -- reviewing and interpreting events from the Garden of Eden through the Fall and the Flood, translating the papers of Adam and his descendants through the generations. First published fifty years after his death, this eclectic collection is vintage Twain: sharp, witty, imaginative, complex, and wildly funny.', 'Rate': 4.22}"
547,literary criticism,literary criticism,"{'Book': 'Every Book Its Reader', 'Feedback': 'Inspired by a landmark exhibition mounted by the British Museum in 1963 to celebrate five eventful centuries of the printed word, Nicholas A. Basbanes offers a lively consideration of writings that have ""made things happen"" in the world, works that have both nudged the course of history and fired the imagination of countless influential people. In his fifth work to examine a specific aspect of book culture, Basbanes also asks what we can know about such figures as John Milton, Edward Gibbon, John Locke, Isaac Newton, Samuel Taylor Coleridge, John Adams, Frederick Douglass, Abraham Lincoln, Henry James, Thomas Edison, Helen Keller––even the notorious Marquis de Sade and Adolf Hitler––by knowing what they have read. He shows how books that many of these people have consulted, in some cases annotated with their marginal notes, can offer tantalizing clues to the evolution of their character and the development of their thought.', 'Rate': 3.96}"
548,literary criticism,literary criticism,"{'Book': 'Teaching a Stone to Talk', 'Feedback': 'Here, in this compelling assembly of writings, Pulitzer Prize-winning author Annie Dillard explores the world of natural facts and human meanings.', 'Rate': 4.2}"
549,literary criticism,literary criticism,"{'Book': 'Holy the Firm', 'Feedback': 'In 1975 Annie Dillard took up residence on an island in Puget Sound in a wooded room furnished with ""one enormous window, one cat, one spider and one person."" For the next two years she asked herself questions about time, reality, sacrifice death, and the will of God. In Holy the Firm she writes about a moth consumed in a candle flame, about a seven-year-old girl burned in an airplane accident, about a baptism on a cold beach. But behind the moving curtain of what she calls ""the hard things -- rock mountain and salt sea,"" she sees, sometimes far off and sometimes as close by as a veil or air, the power play of holy fire. This is a profound book about the natural world -- both its beauty and its cruelty -- the Pulitzer Prize-winning Dillard knows so well.', 'Rate': 4.22}"
550,literary criticism,literary criticism,"{'Book': 'The Writing Life', 'Feedback': 'Annie Dillard has written eleven books, including the memoir of her parents, An American Childhood; the Northwest pioneer epic The Living; and the nonfiction narrative Pilgrim at Tinker Creek. A gregarious recluse, she is a member of the American Academy of Arts and Letters.', 'Rate': 4.03}"
551,literary criticism,literary criticism,"{'Book': 'Every Tongue Got to Confess', 'Feedback': ""Every Tongue Got to Confess is an extensive volume of African American folklore that Zora Neale Hurston collected on her travels through the Gulf States in the late 1920s. The bittersweet and often hilarious tales -- which range from longer narratives about God, the Devil, white folk, and mistaken identity to witty one-liners -- reveal attitudes about faith, love, family, slavery, race, and community. Together, this collection of nearly 500 folktales weaves a vibrant tapestry that celebrates African American life in the rural South and represents a major part of Zora Neale Hurston's literary legacy."", 'Rate': 3.98}"
552,literary criticism,literary criticism,"{'Book': 'Journal of a Novel', 'Feedback': 'Each working day from January 29 to November 1, 1951, John Steinbeck warmed up to the work of writing East of Eden with a letter to the late Pascal Covici, his friend and editor at The Viking Press. It was his way, he said, of ""getting my mental arm in shape to pitch a good game."" Steinbeck\'s letters were written on the left-hand pages of a notebook in which the facing pages would be filled with the test of East of Eden. They touched on many subjects—story arguments, trial flights of worknamship, concern for his sons. Part autobiography, part writer\'s workshop, these letters offer an illuminating perspective on Steinbeck\'s creative process, and a fascinating glimpse of Steinbeck, the private man.', 'Rate': 4.09}"
553,literary criticism,literary criticism,"{'Book': 'The Complete Poems', 'Feedback': ""Contains all of Blake's poetry with full annotation and a glossary of proper names."", 'Rate': 4.29}"
554,literary criticism,recommend a literary criticism book,"{'Book': 'How to Read Literature Like a Professor', 'Feedback': ""What does it mean when a fictional hero takes a journey?. Shares a meal? Gets drenched in a sudden rain shower? Often, there is much more going on in a novel or poem than is readily visible on the surface—a symbol, maybe, that remains elusive, or an unexpected twist on a character—and there's that sneaking suspicion that the deeper meaning of a literary text keeps escaping you. In this practical and amusing guide to literature, Thomas C. Foster shows how easy and gratifying it is to unlock those hidden truths, and to discover a world where a road leads to a quest; a shared meal may signify a communion; and rain, whether cleansing or destructive, is never just rain. Ranging from major themes to literary models, narrative devices, and form, How to Read Literature Like a Professor is the perfect companion for making your reading experience more enriching, satisfying, and fun."", 'Rate': 3.65}"
555,literary criticism,recommend a literary criticism book,"{'Book': 'The Art of the Novel', 'Feedback': ""Kundera brilliantly examines the work of such important and diverse figures as Rabelais, Cervantes, Sterne, Diderot, Flaubert, Tolstoy, and Musil. He is especially penetrating on Hermann Broch, and his exploration of the world of Kafka's novels vividly reveals the comic terror of Kafka's bureaucratized universe. Kundera's discussion of his own work includes his views on the role of historical events in fiction, the meaning of action, and the creation of character in the post-psychological novel."", 'Rate': 3.96}"
556,literary criticism,recommend a literary criticism book,"{'Book': 'Letters from the Earth', 'Feedback': '""I have told you nothing about man that is not true."" You must pardon me if I repeat that remark now and then in these letters; I want you to take seriously the things I am telling you, and I feel that if I were in your place and you in mine, I should need that reminder from time to time, to keep my credulity from flagging. In Letters from the Earth, Twain presents himself as the Father of History -- reviewing and interpreting events from the Garden of Eden through the Fall and the Flood, translating the papers of Adam and his descendants through the generations. First published fifty years after his death, this eclectic collection is vintage Twain: sharp, witty, imaginative, complex, and wildly funny.', 'Rate': 4.22}"
557,literary criticism,recommend a literary criticism book,"{'Book': 'Every Book Its Reader', 'Feedback': 'Inspired by a landmark exhibition mounted by the British Museum in 1963 to celebrate five eventful centuries of the printed word, Nicholas A. Basbanes offers a lively consideration of writings that have ""made things happen"" in the world, works that have both nudged the course of history and fired the imagination of countless influential people. In his fifth work to examine a specific aspect of book culture, Basbanes also asks what we can know about such figures as John Milton, Edward Gibbon, John Locke, Isaac Newton, Samuel Taylor Coleridge, John Adams, Frederick Douglass, Abraham Lincoln, Henry James, Thomas Edison, Helen Keller––even the notorious Marquis de Sade and Adolf Hitler––by knowing what they have read. He shows how books that many of these people have consulted, in some cases annotated with their marginal notes, can offer tantalizing clues to the evolution of their character and the development of their thought.', 'Rate': 3.96}"
558,literary criticism,recommend a literary criticism book,"{'Book': 'Teaching a Stone to Talk', 'Feedback': 'Here, in this compelling assembly of writings, Pulitzer Prize-winning author Annie Dillard explores the world of natural facts and human meanings.', 'Rate': 4.2}"
559,literary criticism,recommend a literary criticism book,"{'Book': 'Holy the Firm', 'Feedback': 'In 1975 Annie Dillard took up residence on an island in Puget Sound in a wooded room furnished with ""one enormous window, one cat, one spider and one person."" For the next two years she asked herself questions about time, reality, sacrifice death, and the will of God. In Holy the Firm she writes about a moth consumed in a candle flame, about a seven-year-old girl burned in an airplane accident, about a baptism on a cold beach. But behind the moving curtain of what she calls ""the hard things -- rock mountain and salt sea,"" she sees, sometimes far off and sometimes as close by as a veil or air, the power play of holy fire. This is a profound book about the natural world -- both its beauty and its cruelty -- the Pulitzer Prize-winning Dillard knows so well.', 'Rate': 4.22}"
560,literary criticism,recommend a literary criticism book,"{'Book': 'The Writing Life', 'Feedback': 'Annie Dillard has written eleven books, including the memoir of her parents, An American Childhood; the Northwest pioneer epic The Living; and the nonfiction narrative Pilgrim at Tinker Creek. A gregarious recluse, she is a member of the American Academy of Arts and Letters.', 'Rate': 4.03}"
561,literary criticism,recommend a literary criticism book,"{'Book': 'Every Tongue Got to Confess', 'Feedback': ""Every Tongue Got to Confess is an extensive volume of African American folklore that Zora Neale Hurston collected on her travels through the Gulf States in the late 1920s. The bittersweet and often hilarious tales -- which range from longer narratives about God, the Devil, white folk, and mistaken identity to witty one-liners -- reveal attitudes about faith, love, family, slavery, race, and community. Together, this collection of nearly 500 folktales weaves a vibrant tapestry that celebrates African American life in the rural South and represents a major part of Zora Neale Hurston's literary legacy."", 'Rate': 3.98}"
562,literary criticism,recommend a literary criticism book,"{'Book': 'Journal of a Novel', 'Feedback': 'Each working day from January 29 to November 1, 1951, John Steinbeck warmed up to the work of writing East of Eden with a letter to the late Pascal Covici, his friend and editor at The Viking Press. It was his way, he said, of ""getting my mental arm in shape to pitch a good game."" Steinbeck\'s letters were written on the left-hand pages of a notebook in which the facing pages would be filled with the test of East of Eden. They touched on many subjects—story arguments, trial flights of worknamship, concern for his sons. Part autobiography, part writer\'s workshop, these letters offer an illuminating perspective on Steinbeck\'s creative process, and a fascinating glimpse of Steinbeck, the private man.', 'Rate': 4.09}"
563,literary criticism,recommend a literary criticism book,"{'Book': 'The Complete Poems', 'Feedback': ""Contains all of Blake's poetry with full annotation and a glossary of proper names."", 'Rate': 4.29}"
